	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
MUC17	0.017064279	0.97193223	0.99913114	0.04052265	0.9528138	0.0067000347	0.053602386	0.1071162	0.045693792	0.9984987	0.9990939	0.9919877	0.94023496	0.5765535	0.9859304	0.94871163
MUC19	0.016296308	0.97323483	0.999199	0.03893667	0.95391864	0.0062840157	0.052381888	0.102914095	0.044264436	0.9986119	0.99916387	0.99240404	0.94316167	0.57474333	0.9862655	0.94975924
MUC2	0.017164905	0.97154677	0.999116	0.041046478	0.95263064	0.0068090856	0.054130647	0.10765171	0.045851313	0.9984737	0.9990835	0.99187005	0.9397054	0.5769641	0.9858516	0.94836587
MUC20	0.016805237	0.97259235	0.99918956	0.04009364	0.9543637	0.006302695	0.05363003	0.10150633	0.045391716	0.99861956	0.9991596	0.99245477	0.93987006	0.56938595	0.9863647	0.9513589
MUC21	0.016863616	0.97234434	0.9991528	0.040018827	0.9529922	0.0065685916	0.053296417	0.1055951	0.04530087	0.9985353	0.9991161	0.99212205	0.9411744	0.5759381	0.986081	0.94888765
MUC3A	0.016876673	0.9721071	0.99914455	0.040309075	0.9532651	0.0065952246	0.053607687	0.10595235	0.04530778	0.99851567	0.9991092	0.9920805	0.94070023	0.57614124	0.98594046	0.9490812
MUC4	0.016747192	0.97232866	0.9991548	0.040012185	0.95331377	0.0065325117	0.0533158	0.10550556	0.045078907	0.9985379	0.999121	0.99214256	0.94126844	0.5759484	0.9859968	0.949161
MUC5AC	0.01728491	0.9714046	0.9991068	0.041281942	0.9525521	0.0068552927	0.054253094	0.108093575	0.046118993	0.99845815	0.99907196	0.9918356	0.93908376	0.57708204	0.98577523	0.94839233
MUC5B	0.017399462	0.97109747	0.9990945	0.041534662	0.9524789	0.0069137644	0.05465288	0.10864502	0.046205193	0.9984347	0.99906284	0.9917671	0.9386685	0.577382	0.98571056	0.9482417
MUC6	0.01704161	0.97187257	0.999131	0.04058227	0.9527108	0.0067088627	0.053772267	0.10690028	0.0456063	0.9985002	0.9990976	0.9919709	0.94041276	0.5765935	0.98596084	0.94850624
MUC7	0.017846875	0.9696434	0.9990245	0.042969305	0.95231247	0.007375685	0.05560654	0.114116885	0.04681504	0.9983151	0.99900323	0.991264	0.93650985	0.57963693	0.98522156	0.9476725
MUCL1	0.016676467	0.9723932	0.99915946	0.03982221	0.95346695	0.006462896	0.053283982	0.105203465	0.044896014	0.9985448	0.99912673	0.99220145	0.94151133	0.5758157	0.98598146	0.9493519
AAAS	0.3761321	0.022481127	0.9996697	0.98987645	0.9912676	1.4258691e-06	0.49733683	4.8433874e-05	0.5222839	0.0066297413	0.016189363	0.024255313	0.21861677	0.70831835	0.013755219	0.0037180276
AGO2	0.4579587	0.038918227	0.99832696	0.93320066	0.99248534	1.4432999e-05	0.31654778	0.0012944993	0.46997645	0.00828282	0.012309427	0.14245714	0.14504673	0.42839953	0.016402993	0.012310906
ALYREF	0.42220098	0.0355703	0.9987884	0.94506836	0.99293435	9.049396e-06	0.31891158	0.00078548555	0.5517901	0.007815589	0.006466911	0.082610205	0.15348107	0.3952231	0.018665925	0.007742345
AURKB	0.5514243	0.04324818	0.99832445	0.9202193	0.99275243	6.6133194e-05	0.5166612	0.0019087655	0.55426717	0.017488308	0.004163491	0.17531112	0.3621101	0.17359667	0.07558441	0.021789437
BIRC5	0.5545804	0.085791335	0.9948953	0.9617901	0.99082184	9.519707e-05	0.5474955	0.004276239	0.54673135	0.02195228	0.0062392633	0.24865815	0.22719093	0.31233838	0.13976291	0.07743371
CASC3	0.44179067	0.03437573	0.99888664	0.94535303	0.9932081	8.424117e-06	0.32608095	0.00074855745	0.55053914	0.007148435	0.006369957	0.079557985	0.15393606	0.39053896	0.017900562	0.0065936
CDC40	0.42600238	0.031178609	0.9990115	0.94964117	0.99404055	6.682996e-06	0.31455666	0.0006625354	0.53740215	0.0064592254	0.005487481	0.08110098	0.15643328	0.40382233	0.016399724	0.006665293
CDCA8	0.51083845	0.030191332	0.99872965	0.94967234	0.99545276	1.1234733e-05	0.3787131	0.00092340756	0.46346372	0.008322084	0.0063370117	0.16177978	0.18821564	0.352365	0.023908675	0.014072231
CHTOP	0.42629042	0.031191036	0.9990133	0.94969	0.9940347	6.677129e-06	0.31486356	0.00066166464	0.537689	0.006457717	0.005498539	0.080978185	0.15633498	0.4038211	0.01638896	0.0066530043
CPSF1	0.43374825	0.032998536	0.9989353	0.9468954	0.9935561	9.280804e-06	0.3383275	0.0008095561	0.56161857	0.0075859735	0.0049192254	0.07759565	0.17687625	0.3534289	0.020472158	0.006228525
CPSF2	0.432191	0.031888813	0.9989656	0.9482154	0.9941373	7.5879075e-06	0.3249258	0.0007447096	0.53405356	0.0067118313	0.0056631267	0.08608691	0.15927288	0.37996125	0.017119022	0.006614321
CPSF3	0.43368727	0.03299503	0.99893504	0.94688994	0.9935569	9.281202e-06	0.33833197	0.000809504	0.56156373	0.0075863185	0.0049189636	0.07761431	0.17688273	0.35341647	0.020473465	0.006229402
CPSF4	0.43371192	0.0329963	0.99893504	0.94688666	0.99355716	9.280981e-06	0.33828503	0.0008097455	0.56158006	0.007585748	0.0049178693	0.07761109	0.17688781	0.35343033	0.020472163	0.006230317
DDX20	0.46764433	0.03900631	0.99872845	0.9427914	0.9935562	9.441224e-06	0.3415067	0.00095838815	0.47281152	0.0066514197	0.00950209	0.12735271	0.13561244	0.42579395	0.01621443	0.011007859
DHX38	0.42633697	0.031193797	0.9990133	0.9496888	0.9940341	6.676677e-06	0.31484807	0.0006617201	0.53773636	0.0064572706	0.005498445	0.08096499	0.15631945	0.40382817	0.016387768	0.006652384
EIF4A3	0.95911056	0.21616694	0.99765164	0.5754344	0.8166681	0.0014322072	0.61191964	0.06410819	0.9561074	0.050521225	0.014264008	0.04802562	0.08765255	0.083261274	0.115528606	0.006636399
EIF4E	0.96884835	0.26102033	0.9973847	0.5408805	0.7744158	0.0024923177	0.6429906	0.110203415	0.9626679	0.060186353	0.016578736	0.060996972	0.07468042	0.07112452	0.13925116	0.008322746
FIP1L1	0.43241674	0.03189922	0.99896705	0.9482533	0.99413246	7.582323e-06	0.3251703	0.00074387155	0.53427637	0.0067110877	0.005671868	0.08599802	0.15919285	0.37995616	0.01711133	0.006605041
GCK	0.5484593	0.036665972	0.9985195	0.9603064	0.99494874	8.428601e-06	0.38634858	0.0009247891	0.43446937	0.00743494	0.0084084915	0.18064797	0.10525685	0.43707767	0.022039967	0.011822921
GCKR	0.4337426	0.029058458	0.9991404	0.9505366	0.9954828	3.850274e-06	0.27949885	0.0005843878	0.45330963	0.0047200625	0.008514583	0.12289563	0.109069206	0.46492139	0.009946467	0.007895748
GEMIN2	0.46752658	0.039004177	0.99872714	0.94272697	0.9935596	9.4435745e-06	0.34119993	0.0009594681	0.47270048	0.006651694	0.009485807	0.12749186	0.13562116	0.42579347	0.016219953	0.011022607
GEMIN4	0.4675645	0.03900036	0.99872714	0.94274604	0.9935586	9.443997e-06	0.34127608	0.00095922034	0.47274113	0.006651004	0.00948746	0.12746483	0.13559411	0.42579323	0.016217358	0.011019665
GEMIN5	0.4675244	0.03901661	0.99872786	0.942721	0.9935592	9.441791e-06	0.3412036	0.00095927296	0.47268593	0.0066540474	0.0094911	0.1274926	0.1356726	0.42578417	0.01622527	0.011020533
GEMIN6	0.46769023	0.039027516	0.9987293	0.9427451	0.9935556	9.43451e-06	0.34137473	0.0009584726	0.4728587	0.0066532157	0.009502386	0.12738681	0.1356243	0.4257823	0.016218865	0.011008429
GEMIN7	0.4676585	0.039027125	0.99872893	0.9427277	0.9935568	9.435481e-06	0.3412759	0.0009588795	0.47282368	0.0066532753	0.009497279	0.1274246	0.13563605	0.42578766	0.016220476	0.011013265
GEMIN8	0.46763137	0.03901699	0.99872845	0.94275326	0.99355704	9.438865e-06	0.34135738	0.00095876894	0.4727881	0.0066529196	0.009497876	0.12741858	0.13563891	0.42578876	0.016219275	0.011013165
HDAC4	0.4106079	0.031206356	0.9989318	0.95260876	0.9953969	5.7872485e-06	0.31063947	0.0006734559	0.4210112	0.0055797608	0.0064569926	0.13666248	0.15212592	0.45852247	0.01478504	0.01071669
HIKESHI	0.47723284	0.036009394	0.99870884	0.9386914	0.9929206	1.5059392e-05	0.35429963	0.0013203644	0.5053713	0.008370726	0.008860603	0.13334185	0.1684051	0.36634976	0.019038005	0.011563604
HNRNPC	0.4075688	0.030687315	0.9990395	0.94916767	0.99523336	4.252918e-06	0.26905176	0.0006313897	0.45577785	0.005365296	0.008587604	0.1287594	0.11015531	0.46955797	0.010683548	0.009781548
HSPA1B	0.61732304	0.064400926	0.9947824	0.9045592	0.9787942	0.00034318006	0.5474149	0.010338446	0.6681678	0.041087743	0.012838239	0.13308445	0.37644288	0.18876927	0.08445835	0.044744734
INCENP	0.50757104	0.03071349	0.99870706	0.9506274	0.9954645	1.1471994e-05	0.38434276	0.00093787827	0.4621597	0.008329659	0.006281354	0.16300267	0.18620653	0.350518	0.024411852	0.014152055
IPO8	0.43368497	0.029072259	0.99914074	0.9504796	0.995484	3.8476383e-06	0.2793363	0.0005845828	0.45324963	0.004721653	0.008513589	0.122972004	0.10910802	0.46490258	0.009950346	0.007899455
KPNA1	0.45424384	0.033998415	0.998845	0.9411499	0.994065	7.573571e-06	0.30237854	0.00088005594	0.47010162	0.0062540905	0.010326983	0.12962307	0.12540585	0.4407045	0.012722553	0.009609198
KPNA2	0.48329034	0.03312177	0.9987042	0.94281703	0.9938816	9.847791e-06	0.32833466	0.00095182436	0.48128617	0.0074479496	0.009566879	0.13332225	0.14708447	0.41971168	0.0157069	0.010806652
KPNA3	0.45417792	0.033998117	0.9988438	0.9411032	0.99406826	7.574713e-06	0.30211735	0.00088121224	0.47000557	0.0062542353	0.010311278	0.1297369	0.12544973	0.4407285	0.012725193	0.009622258
KPNA4	0.45411617	0.03400243	0.9988444	0.94106823	0.9940665	7.5756448e-06	0.30208823	0.00088065665	0.47004104	0.0062546176	0.010312942	0.12971944	0.12537685	0.4406836	0.012729082	0.009616212
KPNA5	0.43323764	0.02908068	0.9991387	0.95028895	0.9954947	3.8465964e-06	0.27846992	0.00058682356	0.45272562	0.0047241165	0.008475067	0.1233821	0.10928523	0.46493116	0.0099645145	0.0079353135
KPNA7	0.4335413	0.029098442	0.99914074	0.95032066	0.99548846	3.84208e-06	0.2788055	0.0005856368	0.453085	0.0047235875	0.008496243	0.12318586	0.109167226	0.46488273	0.009959276	0.007915743
KPNB1	0.48391464	0.033097666	0.99870515	0.9429523	0.9938717	9.8391265e-06	0.32882506	0.0009507278	0.48199016	0.0074299728	0.009572158	0.13290215	0.14663304	0.41979176	0.015659759	0.010778521
MAGOH	0.44178954	0.034376103	0.99888664	0.9453522	0.9932081	8.424511e-06	0.32606778	0.0007485906	0.5505363	0.007148696	0.0063694254	0.079562776	0.1539408	0.39053917	0.017901527	0.006593984
MAGOHB	0.44183612	0.034376636	0.998887	0.9453644	0.99320763	8.423025e-06	0.32612607	0.0007485321	0.5505803	0.007147376	0.0063719973	0.07952489	0.1539308	0.3905516	0.017896557	0.0065918295
MDM2	0.62112033	0.037777226	0.99845624	0.9593719	0.9963954	1.7435454e-05	0.48864147	0.0013285037	0.43374363	0.00995162	0.003772672	0.20046912	0.20631419	0.34482536	0.062431127	0.019940354
NCBP1	0.40353304	0.040036984	0.9948598	0.9489601	0.9898099	0.00016291106	0.54393226	0.0013353201	0.65871304	0.008853487	0.00533259	0.028881343	0.45830062	0.2805332	0.050465625	0.009559087
NCBP2	0.40358555	0.04003977	0.99486166	0.94896084	0.9898085	0.00016285345	0.5439461	0.0013350836	0.65876323	0.008852558	0.0053336876	0.028875198	0.45822242	0.280541	0.050456475	0.009556429
NXF1	0.42785677	0.028269688	0.9994789	0.9736727	0.99187297	2.9556652e-06	0.39460307	0.00019243582	0.56757313	0.005747295	0.012166709	0.04274985	0.1376292	0.5526483	0.011802466	0.0043812217
NXF2	0.4278264	0.028268063	0.99947876	0.97367394	0.99187356	2.9558935e-06	0.3945996	0.00019243803	0.56753904	0.0057476135	0.012165975	0.042754687	0.13764706	0.55265206	0.011803283	0.0043817875
NXT1	0.42784423	0.02826896	0.99947876	0.97367305	0.9918733	2.9556907e-06	0.39459652	0.00019244134	0.56755555	0.005747467	0.012165912	0.042753957	0.13763948	0.5526511	0.011802827	0.0043816916
PHAX	0.41151163	0.030515037	0.9988153	0.9517968	0.9948849	7.770864e-06	0.3277032	0.000696852	0.47196168	0.005115491	0.00771073	0.0984523	0.15676333	0.43803686	0.013446466	0.008661558
PML	0.34907502	0.03891053	0.99864846	0.95222944	0.9931781	1.9175017e-05	0.3377948	0.001740224	0.47514892	0.009147195	0.0055197338	0.14994329	0.1591543	0.4893306	0.03014723	0.021178361
POLDIP3	0.44165808	0.03436943	0.9988856	0.9453268	0.99321175	8.427195e-06	0.32591498	0.00074915227	0.5503915	0.0071494845	0.006362895	0.079629265	0.15399913	0.39054275	0.01790624	0.006600869
RAN	0.44391346	0.034544878	0.9987754	0.94415003	0.9937883	1.1077521e-05	0.35062453	0.0009626857	0.47234553	0.007734912	0.008609233	0.12681937	0.17459436	0.41217917	0.018177863	0.011409795
RANBP2	0.38825932	0.023910804	0.99956006	0.9841107	0.99273926	1.932844e-06	0.42937982	9.844932e-05	0.5031998	0.0061380835	0.013249291	0.038766745	0.18518218	0.6475604	0.0129526155	0.0047218483
RBM8A	0.4416552	0.034369543	0.99888533	0.9453149	0.99321246	8.4271705e-06	0.32584512	0.00074941537	0.5503877	0.0071488814	0.006360547	0.07963689	0.15399826	0.39055184	0.017905619	0.006602592
RNPS1	0.42234337	0.035566997	0.99878913	0.9451005	0.99293035	9.046307e-06	0.31911516	0.0007848081	0.5519562	0.007812591	0.006472048	0.08254629	0.153357	0.39521164	0.018655071	0.0077345534
SARNP	0.4259542	0.031177113	0.9990109	0.94962907	0.9940421	6.6845073e-06	0.31444815	0.0006628819	0.53734	0.0064598625	0.005483631	0.081138834	0.15647237	0.40383062	0.016403094	0.0066694524
SLBP	0.43334493	0.029057255	0.99913895	0.9504319	0.9954888	3.852463e-06	0.27902144	0.00058537256	0.45291543	0.004722881	0.008494889	0.12316903	0.109177954	0.46490678	0.009958255	0.007914885
SLU7	0.42605665	0.031181775	0.99901164	0.94963914	0.9940398	6.681403e-06	0.3145631	0.000662484	0.53745234	0.006459054	0.005487796	0.08109965	0.15640943	0.40381992	0.016398363	0.0066646524
SMN1	0.4675268	0.039021507	0.9987281	0.94270027	0.9935597	9.438244e-06	0.34115076	0.00095941866	0.47269085	0.0066537447	0.009490795	0.12749901	0.13567308	0.4257855	0.01622416	0.011021582
SNRPB	0.44390947	0.040671088	0.9986092	0.94224274	0.99323773	1.0196694e-05	0.33190793	0.0010087226	0.47602442	0.0074081845	0.009633598	0.13153492	0.13559282	0.4308051	0.01707944	0.013128646
SNRPD1	0.4440033	0.040674694	0.99860966	0.94226557	0.99323624	1.01940295e-05	0.3319983	0.001008468	0.47610423	0.007407662	0.009638499	0.13147894	0.13558611	0.43081442	0.01707567	0.013123068
SNRPD2	0.4441059	0.040683743	0.99861085	0.9422657	0.9932334	1.0188664e-05	0.33207157	0.0010078773	0.47623587	0.0074070976	0.009644595	0.13141516	0.13553049	0.43080136	0.017072663	0.01311316
SNRPD3	0.44401497	0.04067857	0.99861026	0.9422669	0.9932354	1.0191765e-05	0.3320511	0.001008111	0.47612205	0.007408153	0.009642888	0.13146336	0.13558099	0.43080264	0.017075744	0.013118986
SNRPE	0.4440885	0.040684067	0.9986106	0.9422608	0.9932341	1.0189121e-05	0.3320368	0.0010080611	0.47620746	0.0074075144	0.009642879	0.13143831	0.13554825	0.43080413	0.017073952	0.0131161595
SNRPF	0.44409376	0.04068885	0.9986112	0.9422725	0.99323374	1.0187693e-05	0.33210403	0.0010077957	0.47619775	0.0074086115	0.009648751	0.13141711	0.13558155	0.4308021	0.017074903	0.013112783
SNRPG	0.4440432	0.04068298	0.99861026	0.9422589	0.9932352	1.0191668e-05	0.331997	0.0010082902	0.47615194	0.007408279	0.009640975	0.13146189	0.1355807	0.43080887	0.017076816	0.0131196845
SNUPN	0.4334034	0.02906763	0.9991393	0.9504089	0.9954892	3.850065e-06	0.27893627	0.00058562506	0.45294845	0.004723065	0.008494584	0.12317775	0.1092025	0.46491933	0.009957879	0.00791675
SP100	0.43347284	0.02907409	0.9991398	0.95041317	0.9954868	3.849591e-06	0.27900887	0.00058517617	0.45304254	0.004724002	0.008499175	0.12315958	0.109163865	0.4648883	0.009959623	0.007911407
SRRM1	0.42236832	0.035577964	0.9987897	0.9450845	0.9929304	9.04221e-06	0.31908178	0.00078486	0.55196947	0.00781353	0.0064742616	0.08254093	0.153391	0.3952137	0.018656231	0.0077340524
SRSF1	0.42769757	0.036390945	0.9987031	0.94326526	0.9923504	1.1193164e-05	0.33105025	0.00090717926	0.5540661	0.008586111	0.006708491	0.08563159	0.1660105	0.38916922	0.019757703	0.008915676
SRSF11	0.4263824	0.031193908	0.99901414	0.94971645	0.99403197	6.674665e-06	0.31505942	0.00066107436	0.5377942	0.0064569926	0.005505315	0.080914706	0.15628353	0.40380958	0.016383734	0.0066460497
SRSF2	0.42766666	0.03637623	0.9987024	0.94329315	0.99235076	1.1199656e-05	0.3311083	0.0009071978	0.5540428	0.0085843	0.0067065433	0.085621044	0.16598631	0.38917807	0.019754391	0.008916098
SRSF3	0.427593	0.036374543	0.9987017	0.9432862	0.9923524	1.1204582e-05	0.33102196	0.0009075164	0.5539615	0.008586192	0.0067030312	0.08565812	0.16604128	0.38918045	0.019761397	0.00892051
SRSF4	0.44749132	0.035178374	0.9988071	0.9435744	0.9926341	1.0458597e-05	0.33874813	0.0008662711	0.5529411	0.007865803	0.006616223	0.08248315	0.16666943	0.38442257	0.018960569	0.0076101357
SRSF5	0.42766345	0.036386095	0.99870276	0.9432764	0.9923504	1.1197809e-05	0.33106366	0.00090713304	0.5540406	0.008586513	0.0067077284	0.08563208	0.16601521	0.3891683	0.01976009	0.008915676
SRSF6	0.42776272	0.036387756	0.99870324	0.94329	0.99234855	1.119562e-05	0.33112103	0.000907006	0.554146	0.008584321	0.0067097526	0.085583396	0.16596325	0.38917962	0.019753557	0.0089115305
SRSF7	0.42779472	0.03639592	0.9987042	0.94328904	0.9923475	1.1189728e-05	0.33119237	0.0009066029	0.55417097	0.008585429	0.006714791	0.08557187	0.16597243	0.38916606	0.019753251	0.008908071
SRSF9	0.4278854	0.036397472	0.9987048	0.94330335	0.9923455	1.118561e-05	0.3312912	0.0009062466	0.5542621	0.00858396	0.006718077	0.08553841	0.16591921	0.38916373	0.019747006	0.008903684
SUMO1	0.5542683	0.037870888	0.9978114	0.9248075	0.9903441	0.00036768505	0.7477282	0.0030399386	0.5487065	0.039162785	0.002043775	0.13065012	0.7232811	0.13401243	0.22049132	0.0336353
SUMO2	0.6236353	0.037467174	0.99800676	0.93973875	0.99227494	7.8759884e-05	0.67328835	0.0017263883	0.5037501	0.022847768	0.0035225344	0.14877886	0.43562704	0.20666178	0.10101323	0.020761283
SUMO3	0.6221598	0.034169443	0.9980738	0.95735085	0.99439174	2.803192e-05	0.5881877	0.0011754503	0.47088653	0.014089914	0.0051231794	0.16842127	0.25018042	0.2770931	0.050479043	0.01526573
SYMPK	0.45967928	0.03221695	0.99887544	0.9504213	0.99444866	8.528466e-06	0.3399105	0.0007660559	0.52809745	0.0067095426	0.00532718	0.093612745	0.16321896	0.37337676	0.019223489	0.007087644
THOC1	0.4261623	0.031189298	0.99901175	0.9496295	0.9940381	6.6797534e-06	0.31450984	0.0006625503	0.5375537	0.006458981	0.005486563	0.081101455	0.15636988	0.40382233	0.016398016	0.006664384
THOC2	0.42629662	0.031193126	0.99901307	0.949673	0.9940347	6.6767348e-06	0.31478426	0.00066180085	0.53769445	0.00645806	0.005495932	0.08100865	0.15632118	0.4038159	0.016390735	0.0066550598
THOC3	0.42627457	0.031191196	0.99901295	0.9496742	0.9940355	6.6773455e-06	0.31476972	0.00066193176	0.53766924	0.0064576743	0.005495489	0.08100377	0.15633929	0.40382585	0.01639006	0.0066558314
THOC5	0.42609712	0.031183537	0.9990119	0.9496458	0.99403894	6.6806256e-06	0.3146002	0.0006623836	0.53749	0.00645892	0.0054891054	0.081085205	0.15639937	0.40382063	0.016397087	0.006663216
THOC6	0.42621955	0.031190662	0.99901235	0.94964665	0.9940369	6.6785237e-06	0.31461543	0.0006622987	0.537616	0.0064581605	0.00549036	0.0810552	0.15634744	0.40382484	0.016393995	0.00666048
THOC7	0.42626697	0.031187555	0.9990134	0.9497085	0.99403495	6.677021e-06	0.3149598	0.00066148624	0.53765523	0.0064578	0.0055012098	0.08096367	0.15636176	0.40382078	0.016387537	0.006651757
TOP2A	0.43167174	0.029702306	0.99912685	0.9508168	0.995593	3.90763e-06	0.2838968	0.0006032547	0.44127446	0.0047247624	0.008221676	0.12860337	0.11165006	0.4680984	0.010427063	0.0083673075
U2AF1	0.46828473	0.041082002	0.9983121	0.9539754	0.9933209	7.750784e-06	0.3366468	0.00095955125	0.5429091	0.008362107	0.0058215987	0.091835655	0.13061728	0.363118	0.017437542	0.009967559
U2AF1L4	0.4682672	0.041083064	0.9983113	0.9539583	0.9933221	7.752011e-06	0.336506	0.0009601274	0.5428852	0.008362301	0.005817011	0.09187042	0.13063012	0.36312798	0.017440157	0.009973225
U2AF2	0.40539107	0.04150829	0.9982798	0.9341804	0.9910138	1.7224755e-05	0.33350506	0.0011734952	0.5490277	0.011235933	0.007231826	0.093663394	0.18854755	0.37277773	0.024307506	0.0120221
UBE2I	0.5594105	0.03698931	0.99793446	0.92009467	0.99016017	0.00042706396	0.7630483	0.0031724763	0.5462957	0.040726993	0.0015554485	0.12515393	0.7642825	0.1255597	0.24134606	0.031684946
UPF3B	0.44178587	0.034375448	0.9988864	0.94534224	0.99320894	8.423459e-06	0.32602686	0.00074877	0.55052704	0.007148066	0.0063678776	0.079573266	0.15393855	0.39054397	0.017899843	0.006595549
WDR33	0.43256167	0.031904243	0.99896824	0.9482801	0.9941294	7.5781086e-06	0.32536772	0.0007432636	0.5344405	0.0067089456	0.0056794514	0.08589991	0.1591138	0.37996006	0.017101757	0.006596849
XPO1	0.44088998	0.03456892	0.9981766	0.9370778	0.99309134	2.5430316e-05	0.33477733	0.0015100726	0.5160854	0.010132597	0.006557722	0.15159388	0.21088511	0.3858953	0.028234756	0.020474019
XPOT	0.4332837	0.029063188	0.99913895	0.95040476	0.9954904	3.8511625e-06	0.27891162	0.0005856128	0.4528168	0.0047243387	0.008492736	0.123251945	0.10923852	0.46490654	0.00996134	0.0079202
ZC3H11A	0.4262546	0.031189727	0.99901295	0.94967765	0.9940357	6.677556e-06	0.31479165	0.00066187466	0.5376492	0.006457827	0.0054960204	0.081004515	0.1563472	0.40382296	0.01639029	0.006655687
CCNB1	0.78540975	0.015831195	0.9952813	0.6019934	0.99698275	0.0015257442	0.7179716	0.0025558723	0.6999575	0.12437082	0.00017410718	0.06738227	0.98250854	0.0011138519	0.62915975	0.037647296
CCNB2	0.8173193	0.014051038	0.99502784	0.61868584	0.9972971	0.0011629392	0.7141956	0.0019991715	0.6848398	0.12992343	0.00016894053	0.071618475	0.9860377	0.0007546494	0.57162106	0.031440504
CDK1	0.79246736	0.018380858	0.99471694	0.60520345	0.9969074	0.0021014411	0.7374602	0.00338675	0.70701087	0.13349348	0.00015193969	0.06967682	0.983734	0.0009209101	0.70829767	0.0431314
ISG15	0.572762	0.034690775	0.99858713	0.9636439	0.99289155	1.3542291e-05	0.45160583	0.0007879907	0.49882516	0.010592099	0.008096732	0.12859754	0.17499688	0.43958068	0.030802986	0.012060436
NEK6	0.4339392	0.029073454	0.99914205	0.9505812	0.9954792	3.847106e-06	0.27977958	0.0005835935	0.45349297	0.004720853	0.008534428	0.12274104	0.109072015	0.46491137	0.009944158	0.007882253
NEK9	0.4080052	0.02798285	0.9990609	0.95000833	0.9956359	4.0847494e-06	0.26617074	0.0005897971	0.44278762	0.0049588773	0.0072757364	0.12510028	0.12288745	0.48421028	0.011337567	0.009693131
AASDHPPT	0.46228945	0.5140297	0.4615778	0.56718695	0.59110206	0.40903926	0.5588713	0.4272824	0.49109307	0.45901728	0.34696594	0.47713923	0.58121014	0.40351564	0.60117835	0.529932
FASN	0.46277237	0.48576787	0.48915207	0.58453864	0.5652168	0.43671897	0.5428571	0.37444738	0.5241598	0.45665678	0.2600721	0.486987	0.60791785	0.43550333	0.66565	0.52555907
ABCB7	0.45165372	0.274718	0.4675011	0.46082056	0.8321123	0.6283144	0.25890195	0.23117083	0.42643443	0.53543323	0.3613479	0.33448824	0.47055137	0.721333	0.59602845	0.07649416
CIAPIN1	0.45300055	0.28079444	0.4692417	0.46172446	0.8249186	0.62465256	0.26839724	0.23772797	0.42738792	0.5341569	0.3670973	0.3413541	0.4741473	0.7133129	0.5943132	0.08221154
NDOR1	0.45315424	0.28103283	0.4692812	0.46199563	0.8251255	0.62568104	0.26596478	0.23733829	0.429281	0.5345319	0.366447	0.3400105	0.4731861	0.7135352	0.5950341	0.081209235
NUBP1	0.38468778	0.22188774	0.63198197	0.42514202	0.86052185	0.5819699	0.3230449	0.18308628	0.4370804	0.539756	0.15309253	0.22747979	0.6437279	0.65381855	0.7035336	0.070047036
NUBP2	0.4276919	0.2450844	0.5324234	0.43548697	0.8626288	0.62716717	0.25051978	0.19979379	0.41532353	0.53880036	0.25117487	0.2825435	0.5396276	0.7195278	0.6482139	0.058950625
ABCE1	0.2964991	0.49934462	0.4519252	0.59559137	0.59934646	0.4516761	0.5645305	0.41671467	0.47183755	0.5021708	0.51129144	0.52359444	0.46076128	0.52430457	0.5401931	0.42309052
